gene	pathway
ENSG00000206511	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000170989	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000168398	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000276541	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000127362	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000101180	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000127366	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000127364	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000121957	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000273092	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000262111	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000180772	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000143248	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000172380	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000234243	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000273457	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000150681	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000273086	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000180871	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000179934	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000131142	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000138755	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000124818	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000117152	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000169777	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000050628	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000174788	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000155897	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000076344	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000182782	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000124493	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000108849	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000179097	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000142192	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000183395	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000180720	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000121807	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000163734	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000163735	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000163736	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000163737	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000163739	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000128519	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000241563	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000179603	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000108370	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000256436	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000116329	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000183971	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000148604	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000143333	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000069696	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000122585	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000163823	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000197405	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000212124	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000171596	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000212126	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000127074	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000162881	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000174233	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000121377	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000113889	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000181631	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000234508	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000182732	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000172724	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000166573	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000127588	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000233490	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000164850	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000182901	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000272805	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000168412	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000138031	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000157219	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000164128	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000196917	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000144230	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000181072	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000101327	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000129467	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000268221	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000132554	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000107562	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000267534	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000169313	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000214415	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000187474	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000183729	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000149295	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000135312	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000213694	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000232632	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000128266	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000100739	G_ALPHA_(I)_SIGNALLING_EVENTS
ENSG00000171132	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000064547	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000172575	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000124205	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000056291	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000111664	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000116741	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000204640	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000164220	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000135577	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000152034	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000078369	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000163394	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000274736	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000133636	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000123104	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000184502	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000169403	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000174417	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000173432	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000198121	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000136267	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000102468	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000184574	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000121853	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000149782	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000215644	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000164535	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000121764	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000186867	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000126266	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000145675	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000182621	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000150995	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000119714	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000120907	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000127129	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000148734	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000173198	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000163932	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000121446	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000171631	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000074416	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000137252	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000169618	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000160145	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000122375	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000169860	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000075073	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000214285	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000114450	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000036828	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000069966	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000174021	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000168959	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000144891	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000173612	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000078589	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000135046	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000186469	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000168398	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000138835	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000153933	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000135914	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000244165	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000172354	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000170498	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000121879	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000145214	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000160951	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000276114	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000078401	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000157017	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000180914	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000198873	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000049247	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000116014	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000147145	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000088256	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000101333	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000127533	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000197696	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000096395	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000135744	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000115353	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000127920	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000069018	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000151617	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000137841	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000242616	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000068831	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000117461	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000213906	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000213903	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000253148	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000149091	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000136160	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000162188	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000175591	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000109255	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000132911	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000176533	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000110148	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000126010	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000184984	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000115263	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000101405	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000168243	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000065357	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000171700	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000173578	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000138741	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000137672	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000185897	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000171873	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000188710	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000196639	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000060558	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000169836	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000171517	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000102239	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000187094	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000183395	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000128285	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000139574	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000101188	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000166148	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000038382	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000163686	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000102780	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000134443	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000139679	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000126262	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000166863	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000152822	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000006128	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000143125	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000150681	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000167414	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000181408	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000125787	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000065675	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000006638	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000170893	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000170214	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000142192	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000133019	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000157680	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000109163	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000188958	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000167083	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000102539	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000240771	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000100997	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000027075	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000198049	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000140030	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000058866	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000147246	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000172380	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000171596	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000101292	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000187258	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000173020	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000274588	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000156052	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000113889	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000161610	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000096433	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000077044	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000169006	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000168539	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000127588	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000105647	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000152207	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000183484	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000177464	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000101200	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000163421	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000144230	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000181104	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000171049	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000164251	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000282972	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000280873	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000127928	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000156049	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000147437	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000143185	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000143184	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000100739	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000122420	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000180210	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000134780	G_ALPHA_(Q)_SIGNALLING_EVENTS
ENSG00000137486	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000113231	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000171136	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000132329	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000115138	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000112541	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000114812	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000111664	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000165409	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000175868	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000171408	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000204882	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000146378	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000078369	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000166603	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000158748	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000170837	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000141480	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000087494	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000128271	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000276191	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000160013	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000065135	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000172354	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000278232	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000107014	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000106018	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000078295	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000135569	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000148926	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000070031	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000121281	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000004948	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000170820	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000149735	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000146469	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000128165	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000171522	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000121351	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000170128	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000080293	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000160801	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000147571	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000178015	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000214285	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000069966	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000104826	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000170425	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000110680	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000123360	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000118702	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000275181	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000258839	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000135973	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000186469	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000114450	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000282972	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000114353	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000131808	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000146399	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000164742	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000043591	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000065325	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000010310	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000237110	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000186642	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000127920	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000205268	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000127928	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000162104	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000184845	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000169676	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000172572	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000064989	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000106128	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000152270	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000155897	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000162188	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000134200	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000087460	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000146383	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000146385	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000176533	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000135346	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000115263	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000168243	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000112164	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000154165	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000100077	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000198873	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000123901	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000122679	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000173175	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000127955	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000106113	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000188778	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000152266	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000174233	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000078549	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000144407	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000139572	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000124089	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000120088	G_ALPHA_(S)_SIGNALLING_EVENTS
ENSG00000113448	G_ALPHA_(S)_SIGNALLING_EVENTS
