gene	pathway
ENSG00000180785	OLFACTORY_SIGNALING_PATHWAY
ENSG00000188000	OLFACTORY_SIGNALING_PATHWAY
ENSG00000188558	OLFACTORY_SIGNALING_PATHWAY
ENSG00000231319	OLFACTORY_SIGNALING_PATHWAY
ENSG00000183389	OLFACTORY_SIGNALING_PATHWAY
ENSG00000181371	OLFACTORY_SIGNALING_PATHWAY
ENSG00000226271	OLFACTORY_SIGNALING_PATHWAY
ENSG00000221954	OLFACTORY_SIGNALING_PATHWAY
ENSG00000186943	OLFACTORY_SIGNALING_PATHWAY
ENSG00000177201	OLFACTORY_SIGNALING_PATHWAY
ENSG00000198967	OLFACTORY_SIGNALING_PATHWAY
ENSG00000198965	OLFACTORY_SIGNALING_PATHWAY
ENSG00000172146	OLFACTORY_SIGNALING_PATHWAY
ENSG00000277495	OLFACTORY_SIGNALING_PATHWAY
ENSG00000176239	OLFACTORY_SIGNALING_PATHWAY
ENSG00000225781	OLFACTORY_SIGNALING_PATHWAY
ENSG00000187701	OLFACTORY_SIGNALING_PATHWAY
ENSG00000176231	OLFACTORY_SIGNALING_PATHWAY
ENSG00000176230	OLFACTORY_SIGNALING_PATHWAY
ENSG00000184166	OLFACTORY_SIGNALING_PATHWAY
ENSG00000196266	OLFACTORY_SIGNALING_PATHWAY
ENSG00000197437	OLFACTORY_SIGNALING_PATHWAY
ENSG00000181767	OLFACTORY_SIGNALING_PATHWAY
ENSG00000181761	OLFACTORY_SIGNALING_PATHWAY
ENSG00000171501	OLFACTORY_SIGNALING_PATHWAY
ENSG00000171505	OLFACTORY_SIGNALING_PATHWAY
ENSG00000279270	OLFACTORY_SIGNALING_PATHWAY
ENSG00000187080	OLFACTORY_SIGNALING_PATHWAY
ENSG00000136514	OLFACTORY_SIGNALING_PATHWAY
ENSG00000177212	OLFACTORY_SIGNALING_PATHWAY
ENSG00000197938	OLFACTORY_SIGNALING_PATHWAY
ENSG00000280090	OLFACTORY_SIGNALING_PATHWAY
ENSG00000280094	OLFACTORY_SIGNALING_PATHWAY
ENSG00000183310	OLFACTORY_SIGNALING_PATHWAY
ENSG00000183313	OLFACTORY_SIGNALING_PATHWAY
ENSG00000262611	OLFACTORY_SIGNALING_PATHWAY
ENSG00000183251	OLFACTORY_SIGNALING_PATHWAY
ENSG00000176904	OLFACTORY_SIGNALING_PATHWAY
ENSG00000176900	OLFACTORY_SIGNALING_PATHWAY
ENSG00000197233	OLFACTORY_SIGNALING_PATHWAY
ENSG00000169488	OLFACTORY_SIGNALING_PATHWAY
ENSG00000169484	OLFACTORY_SIGNALING_PATHWAY
ENSG00000176198	OLFACTORY_SIGNALING_PATHWAY
ENSG00000170782	OLFACTORY_SIGNALING_PATHWAY
ENSG00000173285	OLFACTORY_SIGNALING_PATHWAY
ENSG00000278253	OLFACTORY_SIGNALING_PATHWAY
ENSG00000212807	OLFACTORY_SIGNALING_PATHWAY
ENSG00000279301	OLFACTORY_SIGNALING_PATHWAY
ENSG00000234347	OLFACTORY_SIGNALING_PATHWAY
ENSG00000176695	OLFACTORY_SIGNALING_PATHWAY
ENSG00000196231	OLFACTORY_SIGNALING_PATHWAY
ENSG00000171180	OLFACTORY_SIGNALING_PATHWAY
ENSG00000174937	OLFACTORY_SIGNALING_PATHWAY
ENSG00000196661	OLFACTORY_SIGNALING_PATHWAY
ENSG00000179615	OLFACTORY_SIGNALING_PATHWAY
ENSG00000068615	OLFACTORY_SIGNALING_PATHWAY
ENSG00000186723	OLFACTORY_SIGNALING_PATHWAY
ENSG00000234195	OLFACTORY_SIGNALING_PATHWAY
ENSG00000172487	OLFACTORY_SIGNALING_PATHWAY
ENSG00000176495	OLFACTORY_SIGNALING_PATHWAY
ENSG00000172324	OLFACTORY_SIGNALING_PATHWAY
ENSG00000278659	OLFACTORY_SIGNALING_PATHWAY
ENSG00000172489	OLFACTORY_SIGNALING_PATHWAY
ENSG00000171936	OLFACTORY_SIGNALING_PATHWAY
ENSG00000186119	OLFACTORY_SIGNALING_PATHWAY
ENSG00000177476	OLFACTORY_SIGNALING_PATHWAY
ENSG00000178358	OLFACTORY_SIGNALING_PATHWAY
ENSG00000205329	OLFACTORY_SIGNALING_PATHWAY
ENSG00000176281	OLFACTORY_SIGNALING_PATHWAY
ENSG00000279000	OLFACTORY_SIGNALING_PATHWAY
ENSG00000181616	OLFACTORY_SIGNALING_PATHWAY
ENSG00000279395	OLFACTORY_SIGNALING_PATHWAY
ENSG00000189181	OLFACTORY_SIGNALING_PATHWAY
ENSG00000196099	OLFACTORY_SIGNALING_PATHWAY
ENSG00000196098	OLFACTORY_SIGNALING_PATHWAY
ENSG00000228198	OLFACTORY_SIGNALING_PATHWAY
ENSG00000279961	OLFACTORY_SIGNALING_PATHWAY
ENSG00000238243	OLFACTORY_SIGNALING_PATHWAY
ENSG00000196171	OLFACTORY_SIGNALING_PATHWAY
ENSG00000275102	OLFACTORY_SIGNALING_PATHWAY
ENSG00000196071	OLFACTORY_SIGNALING_PATHWAY
ENSG00000229866	OLFACTORY_SIGNALING_PATHWAY
ENSG00000181961	OLFACTORY_SIGNALING_PATHWAY
ENSG00000181963	OLFACTORY_SIGNALING_PATHWAY
ENSG00000232397	OLFACTORY_SIGNALING_PATHWAY
ENSG00000230505	OLFACTORY_SIGNALING_PATHWAY
ENSG00000177489	OLFACTORY_SIGNALING_PATHWAY
ENSG00000278889	OLFACTORY_SIGNALING_PATHWAY
ENSG00000226463	OLFACTORY_SIGNALING_PATHWAY
ENSG00000188124	OLFACTORY_SIGNALING_PATHWAY
ENSG00000255582	OLFACTORY_SIGNALING_PATHWAY
ENSG00000226347	OLFACTORY_SIGNALING_PATHWAY
ENSG00000224319	OLFACTORY_SIGNALING_PATHWAY
ENSG00000177151	OLFACTORY_SIGNALING_PATHWAY
ENSG00000186509	OLFACTORY_SIGNALING_PATHWAY
ENSG00000178586	OLFACTORY_SIGNALING_PATHWAY
ENSG00000184155	OLFACTORY_SIGNALING_PATHWAY
ENSG00000149133	OLFACTORY_SIGNALING_PATHWAY
ENSG00000170953	OLFACTORY_SIGNALING_PATHWAY
ENSG00000172377	OLFACTORY_SIGNALING_PATHWAY
ENSG00000255804	OLFACTORY_SIGNALING_PATHWAY
ENSG00000173679	OLFACTORY_SIGNALING_PATHWAY
ENSG00000148215	OLFACTORY_SIGNALING_PATHWAY
ENSG00000180919	OLFACTORY_SIGNALING_PATHWAY
ENSG00000174970	OLFACTORY_SIGNALING_PATHWAY
ENSG00000181023	OLFACTORY_SIGNALING_PATHWAY
ENSG00000255298	OLFACTORY_SIGNALING_PATHWAY
ENSG00000261897	OLFACTORY_SIGNALING_PATHWAY
ENSG00000204293	OLFACTORY_SIGNALING_PATHWAY
ENSG00000221836	OLFACTORY_SIGNALING_PATHWAY
ENSG00000262647	OLFACTORY_SIGNALING_PATHWAY
ENSG00000280899	OLFACTORY_SIGNALING_PATHWAY
ENSG00000127530	OLFACTORY_SIGNALING_PATHWAY
ENSG00000132563	OLFACTORY_SIGNALING_PATHWAY
ENSG00000172208	OLFACTORY_SIGNALING_PATHWAY
ENSG00000177462	OLFACTORY_SIGNALING_PATHWAY
ENSG00000127928	OLFACTORY_SIGNALING_PATHWAY
ENSG00000179919	OLFACTORY_SIGNALING_PATHWAY
ENSG00000237521	OLFACTORY_SIGNALING_PATHWAY
ENSG00000112461	OLFACTORY_SIGNALING_PATHWAY
ENSG00000177535	OLFACTORY_SIGNALING_PATHWAY
ENSG00000230301	OLFACTORY_SIGNALING_PATHWAY
ENSG00000279761	OLFACTORY_SIGNALING_PATHWAY
ENSG00000228652	OLFACTORY_SIGNALING_PATHWAY
ENSG00000180708	OLFACTORY_SIGNALING_PATHWAY
ENSG00000198104	OLFACTORY_SIGNALING_PATHWAY
ENSG00000167332	OLFACTORY_SIGNALING_PATHWAY
ENSG00000233618	OLFACTORY_SIGNALING_PATHWAY
ENSG00000181927	OLFACTORY_SIGNALING_PATHWAY
ENSG00000206512	OLFACTORY_SIGNALING_PATHWAY
ENSG00000206516	OLFACTORY_SIGNALING_PATHWAY
ENSG00000206517	OLFACTORY_SIGNALING_PATHWAY
ENSG00000278566	OLFACTORY_SIGNALING_PATHWAY
ENSG00000165204	OLFACTORY_SIGNALING_PATHWAY
ENSG00000165202	OLFACTORY_SIGNALING_PATHWAY
ENSG00000197532	OLFACTORY_SIGNALING_PATHWAY
ENSG00000230780	OLFACTORY_SIGNALING_PATHWAY
ENSG00000188011	OLFACTORY_SIGNALING_PATHWAY
ENSG00000186092	OLFACTORY_SIGNALING_PATHWAY
ENSG00000155249	OLFACTORY_SIGNALING_PATHWAY
ENSG00000276821	OLFACTORY_SIGNALING_PATHWAY
ENSG00000203757	OLFACTORY_SIGNALING_PATHWAY
ENSG00000204703	OLFACTORY_SIGNALING_PATHWAY
ENSG00000204702	OLFACTORY_SIGNALING_PATHWAY
ENSG00000204701	OLFACTORY_SIGNALING_PATHWAY
ENSG00000204700	OLFACTORY_SIGNALING_PATHWAY
ENSG00000275754	OLFACTORY_SIGNALING_PATHWAY
ENSG00000204704	OLFACTORY_SIGNALING_PATHWAY
ENSG00000284255	OLFACTORY_SIGNALING_PATHWAY
ENSG00000172150	OLFACTORY_SIGNALING_PATHWAY
ENSG00000198601	OLFACTORY_SIGNALING_PATHWAY
ENSG00000172154	OLFACTORY_SIGNALING_PATHWAY
ENSG00000174339	OLFACTORY_SIGNALING_PATHWAY
ENSG00000197403	OLFACTORY_SIGNALING_PATHWAY
ENSG00000229680	OLFACTORY_SIGNALING_PATHWAY
ENSG00000188269	OLFACTORY_SIGNALING_PATHWAY
ENSG00000177693	OLFACTORY_SIGNALING_PATHWAY
ENSG00000175485	OLFACTORY_SIGNALING_PATHWAY
ENSG00000197887	OLFACTORY_SIGNALING_PATHWAY
ENSG00000227639	OLFACTORY_SIGNALING_PATHWAY
ENSG00000279263	OLFACTORY_SIGNALING_PATHWAY
ENSG00000179695	OLFACTORY_SIGNALING_PATHWAY
ENSG00000258453	OLFACTORY_SIGNALING_PATHWAY
ENSG00000232984	OLFACTORY_SIGNALING_PATHWAY
ENSG00000280314	OLFACTORY_SIGNALING_PATHWAY
ENSG00000275617	OLFACTORY_SIGNALING_PATHWAY
ENSG00000198674	OLFACTORY_SIGNALING_PATHWAY
ENSG00000184698	OLFACTORY_SIGNALING_PATHWAY
ENSG00000184022	OLFACTORY_SIGNALING_PATHWAY
ENSG00000158089	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000185499	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000109586	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000257594	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000140297	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000117983	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000175711	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000283158	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000106648	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000139629	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000070731	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000176928	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000143641	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000205277	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000176945	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000187210	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000174473	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000173702	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000198488	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000164574	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000275501	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000169876	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000237172	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000136542	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000126091	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000131386	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000119514	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000115339	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000118276	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000170340	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000106392	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000184005	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000178234	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000169550	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000140835	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000276583	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000227506	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000177191	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000124091	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000156966	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000176383	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000185274	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000130035	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000171195	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000110328	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000136840	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000100626	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000110080	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000073849	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000118017	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000158470	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000141429	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000184956	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000283350	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000157350	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000277033	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000204544	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000144278	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000215182	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000145113	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000181143	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000169894	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000008513	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000182870	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000179913	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000176597	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000172551	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000171155	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000278114	O-LINKED_GLYCOSYLATION_OF_MUCINS
ENSG00000134954	ONCOGENE_INDUCED_SENESCENCE
ENSG00000112242	ONCOGENE_INDUCED_SENESCENCE
ENSG00000170315	ONCOGENE_INDUCED_SENESCENCE
ENSG00000185591	ONCOGENE_INDUCED_SENESCENCE
ENSG00000198176	ONCOGENE_INDUCED_SENESCENCE
ENSG00000102882	ONCOGENE_INDUCED_SENESCENCE
ENSG00000139687	ONCOGENE_INDUCED_SENESCENCE
ENSG00000100354	ONCOGENE_INDUCED_SENESCENCE
ENSG00000147883	ONCOGENE_INDUCED_SENESCENCE
ENSG00000078687	ONCOGENE_INDUCED_SENESCENCE
ENSG00000105810	ONCOGENE_INDUCED_SENESCENCE
ENSG00000100030	ONCOGENE_INDUCED_SENESCENCE
ENSG00000147889	ONCOGENE_INDUCED_SENESCENCE
ENSG00000198625	ONCOGENE_INDUCED_SENESCENCE
ENSG00000221983	ONCOGENE_INDUCED_SENESCENCE
ENSG00000007968	ONCOGENE_INDUCED_SENESCENCE
ENSG00000101412	ONCOGENE_INDUCED_SENESCENCE
ENSG00000126070	ONCOGENE_INDUCED_SENESCENCE
ENSG00000282899	ONCOGENE_INDUCED_SENESCENCE
ENSG00000207617	ONCOGENE_INDUCED_SENESCENCE
ENSG00000135679	ONCOGENE_INDUCED_SENESCENCE
ENSG00000209707	ONCOGENE_INDUCED_SENESCENCE
ENSG00000105722	ONCOGENE_INDUCED_SENESCENCE
ENSG00000125968	ONCOGENE_INDUCED_SENESCENCE
ENST00000304494	ONCOGENE_INDUCED_SENESCENCE
ENSG00000143947	ONCOGENE_INDUCED_SENESCENCE
ENSG00000141510	ONCOGENE_INDUCED_SENESCENCE
ENSG00000150991	ONCOGENE_INDUCED_SENESCENCE
ENST00000579755	ONCOGENE_INDUCED_SENESCENCE
ENSG00000092847	ONCOGENE_INDUCED_SENESCENCE
ENSG00000134698	ONCOGENE_INDUCED_SENESCENCE
ENSG00000114126	ONCOGENE_INDUCED_SENESCENCE
ENSG00000135446	ONCOGENE_INDUCED_SENESCENCE
ENSG00000157557	ONCOGENE_INDUCED_SENESCENCE
ENSG00000129355	ONCOGENE_INDUCED_SENESCENCE
ENSG00000155363	ONCOGENE_INDUCED_SENESCENCE
ENSG00000090905	ONCOGENE_INDUCED_SENESCENCE
ENSG00000123080	ONCOGENE_INDUCED_SENESCENCE
ENSG00000167513	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000041357	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000150991	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000239836	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000099341	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000243594	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000076003	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000073111	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000173692	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000100804	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000115942	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000085840	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000108344	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000230669	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000159377	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000115233	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000197170	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000222028	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000170315	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000013275	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000175166	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000166508	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000111276	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000154611	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000221983	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000240508	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000235715	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000242711	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000123374	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000143947	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000136930	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000101843	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000127922	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000068878	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000110801	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000226201	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000236443	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000105325	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000100567	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000230034	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000087191	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000092010	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000165916	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000100764	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000133101	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000131467	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000095261	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000240118	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000100297	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000206298	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000129084	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000100519	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000277791	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000008018	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000101182	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000126067	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000135336	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000275903	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000164815	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000100911	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000163636	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000112118	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000108671	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000125818	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000139687	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000243958	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000106588	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000145386	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000124762	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000204264	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000115947	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000281221	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000125885	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000185627	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000100902	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000240065	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000104738	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000091651	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000143106	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000142507	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000231631	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000161057	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000205220	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000159352	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000103035	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000094804	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000243067	ORC1_REMOVAL_FROM_CHROMATIN
ENSG00000133135	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000131323	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000170312	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000137275	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000170315	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000175104	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000089723	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000072401	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000019995	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000091831	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000050730	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000180667	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000150991	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000145901	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000115267	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000221983	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000088888	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000107201	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000067560	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000169914	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000167207	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000165280	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000168884	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000134982	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000175073	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000269335	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000277276	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000143947	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000181481	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000118503	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000264522	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000141510	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000167770	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000171862	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000169918	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000121060	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000068308	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000106100	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000104312	OVARIAN_TUMOR_DOMAIN_PROTEASES
ENSG00000102054	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000278637	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000197061	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000076984	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000074266	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000275126	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000273703	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000231115	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000124635	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000178691	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000274641	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000203812	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000168283	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000078687	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000246705	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000150991	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000100030	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000105968	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000108984	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000273983	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000277224	OXIDATIVE_STRESS_INDUCED_SENESCENCE
ENSG00000126070	OXIDATIVE_STRESS_INDUCED_SENESCENCE
